IlmnID,CHR,Relation_to_UCSC_CpG_Island,MAPINFO,Probe_SNPs_10,Probe_SNPs
cg14959731,7,"",137194785,"",""
cg14970597,7,N_Shelf,1530820,"",""
cg14972721,7,"",2003279,"",""
cg14972755,7,N_Shore,10979956,rs56310338,""
cg14974749,7,N_Shore,27181480,"",""
cg14975015,7,"",138459783,"",""
cg14975238,7,N_Shore,97841591,"",""
cg14977165,7,"",6297970,"",""
cg14978172,7,Island,1785966,"",""
cg14978307,7,Island,155242684,"",""
cg14979231,7,N_Shore,128095571,"",""
cg14980060,7,Island,140714814,"",""
cg14980177,7,N_Shore,155603954,"",""
cg14980260,7,"",38720626,"",""
cg14981253,7,S_Shore,5112642,"",""
cg14981546,7,Island,5463140,"",""
cg14981549,7,N_Shore,157317020,"",""
cg14981819,7,"",96597711,"",""
cg14983135,7,Island,48129822,"",rs1050269
cg14983306,7,S_Shelf,96342721,"",""
cg14983777,7,Island,1052392,"",""
cg14984246,7,Island,39453855,"",""
cg14984920,7,N_Shore,25164393,"",""
cg14985548,7,"",154690235,"",""
cg14988239,7,"",23349179,"",""
cg14988553,7,S_Shelf,157507762,rs35487364,""
cg14988722,7,N_Shore,155915472,"",""
cg14989226,7,S_Shore,75897850,"",""
cg14989988,7,"",105319819,"",""
cg14990857,7,S_Shore,72441144,"",""
cg14991562,7,"",6248449,"",""
cg14991769,7,Island,150497157,rs11769511,""
cg14992633,7,"",129962562,"",""
cg14993712,7,Island,138720786,"",""
cg14993964,7,S_Shore,97824766,"",""
cg14994242,7,N_Shore,157451850,"",""
cg14995774,7,N_Shore,6203156,"",""
cg14995921,7,"",56126830,"",""
cg14996783,7,Island,28996902,"",""
cg14996935,7,Island,91875850,"",""
cg14997413,7,Island,51384937,"",""
cg14997707,7,"",93853120,"",""
cg14998086,7,"",47539536,"",""
cg14998613,7,"",155554462,"",""
cg14999001,7,Island,45197441,"",""
cg14999031,7,"",127792057,rs62484025,rs62484026
cg14999911,7,Island,130353086,"",""
cg15000722,7,S_Shore,158103895,"",""
cg15000794,7,Island,86849844,"",""
cg15001032,7,"",50632994,"",""
cg15001372,7,"",44229892,"",""
cg15001673,7,Island,155436868,"",""
cg15002172,7,N_Shore,66461644,"",rs34940966
cg15002187,7,S_Shore,140098492,"",""
cg15002691,7,"",137761047,rs7779865,""
cg15003182,7,Island,50535920,"",""
cg15007050,7,"",101447374,"",""
cg15008984,7,"",142568715,"",rs67853558
cg15010603,7,"",17962186,"",""
cg15011622,7,Island,36193062,"",""
cg15011721,7,Island,56032604,"",""
cg15011941,7,S_Shore,75948230,"",""
cg15012580,7,S_Shelf,76632327,"",rs2430256
cg15012662,7,"",122443513,"",""
cg15012939,7,S_Shore,158278869,"",""
cg15013257,7,"",2205278,rs7796066,""
cg15014369,7,"",18393351,"",""
cg15015122,7,Island,985784,"",""
cg15015722,7,N_Shore,6204774,"",""
cg15017007,7,"",132984180,"",""
cg15017043,7,S_Shelf,100174944,"",""
cg15017411,7,S_Shore,106301767,"",""
cg15018486,7,S_Shelf,1477191,"",""
cg15020132,7,S_Shelf,34122682,"",rs5883448
cg15021882,7,"",16542142,"",""
cg15022420,7,S_Shore,157322652,"",""
cg15022678,7,S_Shore,4877609,"",""
cg15022844,7,Island,150779710,"",""
cg15025536,7,"",3025634,"",""
cg15027237,7,Island,28220533,rs740256,""
cg15027630,7,N_Shore,75830811,"",""
cg15028436,7,"",37888078,"",rs35876675
cg15028507,7,S_Shore,1121929,"",""
cg15030014,7,N_Shelf,926885,"",""
cg15030712,7,"",29304984,"",""
cg15031685,7,Island,128494060,"",""
cg15032166,7,S_Shore,155263349,"",""
cg15033250,7,Island,131630226,"",""
cg15034683,7,S_Shore,158038522,rs28552557,rs10260987
cg15034861,7,Island,77428679,"",""
cg15034962,7,"",30129938,"",""
cg15035217,7,"",158235051,"",""
cg15035350,7,"",83824382,"",""
cg15035364,7,N_Shore,102937814,"",""
cg15035956,7,S_Shore,55517538,"",""
cg15036284,7,S_Shore,42972593,"",""
cg15036477,7,"",97587060,rs10243642,""
cg15036867,7,"",93251418,"",""
cg15037137,7,N_Shore,27144302,"",""
cg15037663,7,S_Shore,24797835,"",""
cg15039797,7,"",139320346,"",""
cg15041044,7,"",23019795,"",rs10270419
cg15041658,7,"",24866066,"",""
cg15042302,7,"",47981215,rs11978570,rs2686828
cg15042385,7,Island,43966260,"",""
cg15044010,7,"",104897205,"",rs6466051
cg15044361,7,"",89637491,"",""
cg15044674,7,N_Shore,5427244,"",""
cg15044954,7,Island,89874365,"",""
cg15046299,7,"",27309073,"",""
cg15048900,7,N_Shelf,2086492,"",""
cg15048972,7,N_Shore,2028858,"",""
cg15050051,7,N_Shelf,1782000,"",rs10281826
cg15052277,7,"",21964404,"",""
cg15052518,7,"",69283201,"",""
cg15055773,7,S_Shelf,107647750,"",""
cg15056119,7,Island,107384245,"",rs3735607
cg15056772,7,Island,155674940,"",rs79010431
cg15057238,7,Island,29725150,"",""
cg15057554,7,"",157787328,"",""
cg15057818,7,"",158087993,"",rs79761600
cg15058253,7,Island,149744935,"",rs2628684
cg15059371,7,S_Shelf,102077069,"",""
cg15059474,7,"",97990184,"",""
cg15059548,7,"",47344634,"",""
cg15059562,7,Island,65235696,rs78419972,""
cg15061591,7,"",98625706,"",""
cg15061647,7,Island,158249209,"",rs1733166
cg15062310,7,Island,100450120,rs6954560,""
cg15064042,7,N_Shore,151091955,rs75726738,""
cg15066837,7,"",79775261,"",""
cg15066881,7,S_Shelf,102924808,"",""
cg15067340,7,Island,37488671,"",""
cg15067687,7,"",127658301,"",rs34381355
cg15068401,7,"",65865738,"",""
cg15068552,7,N_Shore,130130203,rs73724324,""
cg15070274,7,"",2035972,rs5881914,rs33996884
cg15073096,7,"",158511619,rs34711470,""
cg15073248,7,Island,102715559,"",""
cg15073666,7,N_Shore,56551007,"",""
cg15074266,7,"",3962202,"",""
cg15075499,7,N_Shore,152589117,"",""
cg15076191,7,Island,75677508,"",""
cg15076481,7,N_Shelf,73664568,"",""
cg15077029,7,S_Shelf,158958436,"",rs1558478
cg15078211,7,N_Shelf,42265517,"",""
cg15078822,7,Island,52341469,"",""
cg15078841,7,"",155796902,"",""
cg15079124,7,"",142829213,"",""
cg15080590,7,N_Shore,157493924,"",""
cg15082843,7,"",130371296,"",rs3807139
cg15082870,7,S_Shore,36022841,"",""
cg15082875,7,N_Shelf,64730944,"",""
cg15083851,7,"",123080165,"",""
cg15083933,7,Island,33944635,"",""
cg15084433,7,"",127584444,"",""
cg15086383,7,S_Shore,53289011,"",""
cg15086474,7,N_Shelf,1102428,"",""
cg15087147,7,Island,127672169,"",""
cg15087571,7,Island,5462185,"",""
cg15087770,7,"",148904668,"",""
cg15087860,7,Island,20816253,"",""
cg15089181,7,N_Shore,1097090,"",""
cg15089567,7,"",1957317,"",""
cg15089950,7,N_Shore,89783435,"",""
cg15090509,7,"",11872073,"",rs7800744
cg15090915,7,S_Shore,70257960,"",rs78845409
cg15092213,7,"",2854705,"",""
cg15092761,7,Island,27779713,"",""
cg15093556,7,Island,44163233,"",rs75300891
cg15094119,7,Island,157670003,"",""
cg15094211,7,Island,1251032,rs62435100,""
cg15095602,7,"",70714201,"",""
cg15095913,7,S_Shore,1576976,"",""
cg15096377,7,S_Shore,127744617,"",rs322813
cg15099666,7,"",130626559,"",""
cg15103195,7,Island,100797603,"",""
cg15104211,7,"",730815,"",rs79666384
cg15104702,7,Island,106685023,"",""
cg15105359,7,Island,47576957,"",""
cg15107117,7,"",105817781,rs74985071,""
cg15107350,7,N_Shelf,5357453,"",""
cg15108645,7,S_Shore,937705,"",""
cg15110079,7,"",7974904,"",""
cg15110300,7,Island,45039670,"",""
cg15110917,7,"",7959339,"",""
cg15111065,7,"",129491725,"",""
cg15112407,7,"",149978533,"",""
cg15112458,7,Island,104654695,"",""
cg15112475,7,N_Shore,1198522,"",""
cg15114607,7,"",137854552,"",""
cg15120445,7,Island,112090476,"",""
cg15121053,7,Island,138818439,"",""
cg15121417,7,"",730641,"",""
cg15122117,7,N_Shelf,139872929,"",""
cg15123010,7,"",79134707,"",""
cg15123087,7,S_Shelf,144056518,"",""
cg15123663,7,S_Shore,56243524,"",""
cg15124540,7,"",156315727,"",""
cg15127227,7,Island,131242878,"",""
cg15127702,7,"",101079617,"",""
cg15128917,7,Island,149172002,"",""
cg15130928,7,S_Shelf,43487183,rs77064351,""
cg15133363,7,S_Shore,128096265,"",""
cg15134482,7,S_Shore,98581089,"",""
cg15134553,7,Island,10819632,"",""
cg15134787,7,N_Shore,57471759,"",""
cg15135773,7,S_Shelf,4308372,"",""
cg15139653,7,N_Shelf,49810761,rs73347621,""
cg15140703,7,Island,99775532,"",""
cg15141868,7,N_Shore,37959966,"",""
cg15142278,7,N_Shelf,21580280,"",""
cg15143024,7,"",91199642,"",""
cg15143037,7,"",75639754,"",""
cg15144631,7,"",2607139,"",""
cg15145985,7,"",99051547,"",rs77247071
cg15146222,7,"",155206567,"",""
cg15146720,7,Island,151722621,"",""
cg15147084,7,Island,56119841,"",""
cg15148064,7,"",43678082,"",""
cg15148371,7,S_Shore,754084,"",""
cg15148573,7,"",103498566,"",rs79300395
cg15148918,7,S_Shore,75625777,"",""
cg15150248,7,"",111380914,rs77484743,""
cg15150348,7,N_Shore,130125756,rs1990787,""
cg15152912,7,N_Shore,154585539,"",""
cg15153026,7,Island,143058944,"",""
cg15153131,7,"",31003000,rs28371556,""
cg15154229,7,N_Shore,130020011,"",""
cg15154255,7,S_Shelf,92080385,"",rs2287179
cg15154519,7,"",106695006,"",""
cg15154628,7,"",76871793,"",""
cg15164103,7,S_Shore,130126871,"",""
cg15164958,7,N_Shore,54609587,"",""
cg15169266,7,"",41376887,"",""
cg15170557,7,"",28214983,"",""
cg15171063,7,"",27309219,"",""
cg15174623,7,Island,35494345,"",""
cg15176338,7,"",148951560,"",""
cg15176413,7,N_Shore,4764443,"",""
cg15177055,7,"",76610050,"",""
cg15177211,7,"",75567469,"",""
cg15178540,7,Island,120969768,rs2908004,""
cg15178578,7,N_Shelf,151126457,"",""
cg15179113,7,Island,156433342,"",""
cg15181393,7,"",127380546,"",rs73234893
cg15181598,7,Island,38350921,"",""
cg15181905,7,N_Shelf,116960743,"",""
cg15183092,7,Island,150710447,"",""
cg15188808,7,Island,150094161,"",""
cg15189860,7,"",65647879,"",""
cg15190834,7,"",34066196,"",""
cg15192120,7,"",157626176,"",""
cg15192242,7,"",102279588,"",""
cg15194902,7,N_Shore,55411386,"",rs6969003
cg15195367,7,S_Shore,72414011,"",""
cg15196147,7,"",111791255,"",""
cg15196806,7,S_Shore,27171213,"",""
cg15198101,7,Island,75912102,"",""
cg15198493,7,N_Shelf,6626877,"",rs76741554
cg15199678,7,N_Shelf,96642510,"",""
cg15200418,7,N_Shelf,4755010,"",""
cg15202134,7,"",42958269,"",""
cg15202251,7,Island,100183972,"",""
cg15205547,7,Island,23514347,"",""
cg15207885,7,"",72920484,"",""
cg15208525,7,"",147987450,"",""
cg15208757,7,S_Shore,45961943,"",""
cg15209604,7,"",46018431,"",""
cg15210108,7,N_Shore,79082647,"",""
cg15210385,7,"",2002983,"",""
cg15211486,7,"",128489556,"",""
cg15211734,7,"",97935756,"",""
cg15212455,7,"",39170539,"",""
cg15214172,7,S_Shore,66387240,"",""
cg15215155,7,S_Shelf,128473311,"",""
cg15215544,7,S_Shelf,140718464,"",""
cg15218775,7,Island,27135679,"",""
cg15221203,7,N_Shore,33168625,"",""
cg15221579,7,"",38298966,"",""
cg15223713,7,"",157812153,"",""
cg15224307,7,S_Shelf,1071539,"",""
cg15224955,7,"",134250240,"",""
cg15225364,7,"",1859172,"",""
cg15225688,7,N_Shelf,2057835,"",rs35415958
cg15227217,7,Island,35734836,"",""
cg15227302,7,S_Shore,135195347,"",""
cg15229765,7,"",158739774,"",""
cg15230258,7,"",158702542,"",""
cg15230743,7,"",158741728,"",""
cg15230900,7,"",157643125,"",""
cg15231989,7,Island,2742433,"",""
cg15233203,7,Island,28220500,"",rs740256
cg15235373,7,Island,77428232,"",""
cg15239627,7,"",120918492,"",""
cg15240064,7,S_Shore,6746837,"",""
cg15240876,7,"",49268605,rs78092785,""
cg15241549,7,S_Shore,2633128,"",""
cg15241633,7,Island,86415945,"",rs2228595
cg15242061,7,S_Shore,90226535,"",""
cg15243267,7,Island,111846539,"",""
cg15243366,7,"",158236029,"",""
cg15243542,7,"",44923719,"",""
cg15244043,7,N_Shore,155604503,"",""
cg15244874,7,"",140102460,"",rs28502109
cg15246238,7,S_Shore,5635134,"",""
cg15247247,7,N_Shore,4802535,"",""
cg15247329,7,"",2764246,"",""
cg15247762,7,"",142959801,"",rs7458960
cg15248935,7,"",157180055,"",""
cg15249221,7,N_Shore,55516436,"",""
cg15251779,7,N_Shore,150929295,"",""
cg15251939,7,S_Shore,42972457,rs774082,""
cg15254559,7,Island,27292145,"",rs28357176
cg15254822,7,S_Shore,564137,"",""
cg15254881,7,N_Shore,126890512,"",""
cg15254990,7,Island,130794990,"",""
cg15255797,7,"",150171242,rs76332991,""
cg15256387,7,S_Shore,14031941,"",""
cg15256491,7,"",4729610,"",""
cg15257078,7,"",134255370,"",""
cg15257539,7,S_Shore,56855954,"",""
cg15257783,7,"",99277496,"",""
cg15258156,7,"",1602231,"",""
cg15261247,7,Island,129425731,"",""
cg15261712,7,"",92238248,"",""
cg15261730,7,"",55280797,"",""
cg15262352,7,N_Shore,5013468,rs76718910,""
cg15262505,7,"",1428806,"",""
cg15262984,7,N_Shore,43965648,"",""
cg15263946,7,Island,25991107,"",""
cg15264162,7,"",154035993,"",""
cg15264811,7,N_Shore,64734330,rs35842825,""
cg15266530,7,"",134516810,"",""
cg15267107,7,S_Shore,148937410,"",rs76750605
cg15267216,7,"",131807698,"",rs79332401
cg15269194,7,Island,121036118,"",""
cg15270970,7,"",30791913,rs77743549,""
cg15272173,7,N_Shore,157585857,"",rs10949664
cg15273366,7,"",148684508,"",""
cg15277378,7,"",5272208,"",""
cg15277535,7,"",30585040,"",""
cg15278043,7,Island,130353539,"",""
cg15279364,7,N_Shore,98466963,"",""
cg15279751,7,S_Shelf,70258010,"",""
cg15280728,7,S_Shore,133812269,"",""
cg15281876,7,"",141410070,"",""
cg15283154,7,"",2605286,"",""
cg15283657,7,N_Shelf,99066497,"",""
cg15284177,7,"",137029097,"",rs13236270
cg15284226,7,"",132064911,rs35050231,""
cg15285250,7,Island,8482107,"",""
cg15285764,7,Island,75912462,"",""
cg15286032,7,"",158069943,rs35913897,""
cg15286094,7,"",116660213,"",""
cg15287895,7,"",67319424,"",""
cg15287987,7,"",118004330,"",""
cg15289882,7,S_Shore,157371168,rs28419059,""
cg15290081,7,N_Shore,76254647,"",rs2480243
cg15290779,7,Island,111202666,"",""
cg15290971,7,Island,86849187,"",""
cg15291905,7,N_Shelf,41741671,"",""
cg15292101,7,Island,128431142,"",rs55867152
cg15298059,7,N_Shore,157668141,"",""
cg15302530,7,Island,108210038,"",""
cg15302705,7,Island,2884276,"",""
cg15303052,7,"",158526867,"",rs3750051
cg15304674,7,"",91923194,"",rs11974646
cg15304679,7,S_Shore,53104001,"",""
cg15304692,7,Island,150065217,"",""
cg15308666,7,Island,99214632,"",""
cg15309232,7,S_Shore,39833944,"",""
cg15309361,7,N_Shelf,2152625,"",""
cg15311814,7,N_Shore,35296213,"",""
cg15313859,7,"",123294503,rs28839861,""
cg15314588,7,"",129470730,"",""
cg15317587,7,"",99227370,rs74391149,""
cg15318176,7,N_Shore,157345827,"",""
cg15318792,7,S_Shore,73257045,"",""
cg15319585,7,S_Shelf,4307392,"",""
cg15320854,7,N_Shore,107300939,"",""
cg15320998,7,N_Shore,148936039,"",""
cg15322455,7,"",1358274,"",""
cg15323195,7,Island,33168904,"",""
cg15323638,7,"",131229865,"",""
cg15325154,7,"",88425122,"",""
cg15326144,7,S_Shelf,44262804,rs76345484,""
cg15331578,7,"",34193859,"",""
cg15331781,7,"",86274443,"",""
cg15331902,7,Island,107302261,"",""
cg15334096,7,"",157730196,"",""
cg15335860,7,N_Shore,56879323,"",""
cg15337700,7,Island,75931742,"",""
cg15337905,7,"",150807508,rs6945208,""
cg15338887,7,Island,100184356,"",""
cg15339231,7,Island,96650407,"",""
cg15339605,7,"",115670795,"",""
cg15340652,7,Island,65540641,"",""
cg15340709,7,"",157863100,"",""
cg15341579,7,N_Shelf,74486465,"",""
cg15350036,7,N_Shore,86973677,"",""
cg15354892,7,Island,72935613,"",""
cg15355015,7,Island,101943990,"",""
cg15356195,7,Island,5569741,"",""
cg15356529,7,"",33745657,"",""
cg15356660,7,S_Shore,23456368,"",""
cg15357078,7,S_Shelf,151082220,"",""
cg15358035,7,"",95917945,"",""
cg15359413,7,Island,50517931,rs79977652,""
cg15361237,7,"",75465150,"",rs34515574
cg15361497,7,"",895601,rs74722130,""
cg15362480,7,S_Shelf,150079014,"",""
cg15363455,7,"",1650412,"",""
cg15363973,7,Island,886836,"",""
cg15364355,7,"",127567722,"",""
cg15365588,7,S_Shore,7681016,"",""
cg15372218,7,"",156837707,"",""
cg15372603,7,N_Shore,27197239,"",""
cg15372689,7,"",93550986,"",""
cg15373257,7,"",132682535,"",""
cg15373767,7,"",30951328,"",rs79857324
cg15374582,7,S_Shore,158250524,"",""
cg15375469,7,"",29186231,"",rs245880
cg15376461,7,N_Shore,116593767,"",""
cg15376972,7,S_Shore,95064926,"",rs17169554
cg15377009,7,"",27937556,rs62451115,""
cg15377585,7,S_Shore,19813079,"",""
cg15378274,7,"",76898695,"",""
cg15378913,7,"",72419592,"",""
cg15379185,7,Island,27282987,"",""
cg15379825,7,N_Shelf,144530726,"",""
cg15379837,7,S_Shore,5372768,"",""
cg15381259,7,"",26525682,"",""
cg15381326,7,S_Shore,107205253,"",""
cg15381410,7,S_Shore,130127809,"",""
cg15381475,7,"",6436101,"",""
cg15382051,7,N_Shore,4873549,"",""
cg15382258,7,S_Shore,48495072,"",rs13243674
cg15383322,7,S_Shore,98100419,"",""
cg15383397,7,"",153641307,rs61456764,rs58068307
cg15384301,7,"",152525453,"",""
cg15384972,7,"",4748950,"",""
cg15386550,7,Island,33149122,"",rs10264369
cg15387987,7,"",150773462,"",""
cg15388107,7,"",36700916,"",rs59384959
cg15388490,7,S_Shelf,150501997,"",""
cg15391105,7,Island,158649696,"",""
cg15391375,7,"",150110226,"",""
cg15391433,7,N_Shelf,98547209,"",""
cg15391794,7,"",141973451,rs10228619,""
cg15392858,7,S_Shore,27780728,"",""
cg15392893,7,"",45144755,"",""
cg15392988,7,N_Shelf,956642,"",""
cg15393925,7,"",30081299,"",""
cg15394626,7,S_Shore,116594619,"",""
cg15394787,7,"",135242453,rs62479496,""
cg15396310,7,N_Shore,72971398,"",""
cg15399433,7,S_Shore,116503128,"",""
cg15400117,7,"",11871843,"",""
cg15400671,7,"",34004484,"",""
cg15401507,7,Island,22894281,"",""
cg15401523,7,Island,102920641,"",""
cg15408722,7,"",157866922,"",""
cg15410169,7,"",29518429,"",""
cg15410343,7,S_Shore,56516425,"",rs6975919
cg15410753,7,N_Shore,2115808,rs78224524,""
cg15412778,7,Island,97881167,"",""
cg15413566,7,Island,8301971,"",""
cg15414833,7,Island,87257767,"",""
cg15423092,7,"",39747662,rs56174207,""
cg15423613,7,Island,66093349,"",""
cg15424250,7,Island,30029808,"",""
cg15424903,7,S_Shore,1992159,"",""
cg15426660,7,"",140347007,"",""
cg15427793,7,"",64450926,rs34577522,""
cg15427906,7,Island,20825216,"",""
cg15428835,7,S_Shelf,75027521,"",""
cg15431544,7,Island,27225476,"",""
cg15432532,7,S_Shelf,27706637,"",""
cg15433470,7,S_Shore,129075961,"",""
cg15434056,7,Island,43909259,"",""
cg15440120,7,S_Shelf,23250060,"",""
cg15440158,7,"",146351256,"",rs74475547
cg15440763,7,"",158190612,"",""
cg15441831,7,N_Shore,73245178,rs4458741,""
cg15442105,7,"",99227437,"",""
cg15443166,7,N_Shelf,12247070,"",""
cg15443791,7,"",124364398,"",""
cg15443952,7,Island,100817963,"",""
cg15444081,7,"",123406500,"",""
cg15444149,7,"",8029589,"",""
cg15444947,7,Island,28996491,"",""
cg15446210,7,S_Shore,11014165,"",""
cg15446670,7,Island,87257547,"",""
cg15446884,7,S_Shelf,151096993,"",""
cg15447479,7,Island,128828765,"",""
cg15447662,7,"",55979688,"",""
cg15447715,7,Island,150725397,"",rs79704428
cg15453443,7,Island,157594102,"",""
cg15453708,7,"",151493647,"",""
cg15454385,7,N_Shore,556429,"",""
cg15454818,7,Island,75932933,"",""
cg15454856,7,S_Shore,108168130,"",""
cg15458461,7,S_Shore,4923615,"",""
cg15459871,7,"",64313506,"",""
cg15460454,7,N_Shore,1974654,rs34478491,""
cg15460531,7,"",101512529,"",""
cg15461663,7,"",101427475,rs77564249,""
cg15463989,7,"",137519766,"",""
cg15464485,7,"",1114381,rs10252234,""
cg15464763,7,"",148497944,"",""
cg15465581,7,N_Shore,63212981,"",""
cg15466606,7,Island,3340860,"",""
cg15466977,7,"",6728225,"",""
cg15470736,7,"",157056012,"",""
cg15472092,7,Island,150653079,"",""
cg15472802,7,"",135243469,"",""
cg15473066,7,N_Shore,63505584,"",""
cg15473395,7,S_Shelf,148772110,"",""
cg15476479,7,Island,35734978,"",rs73340362
cg15477097,7,N_Shore,44161483,"",""
cg15477680,7,"",150889435,"",""
cg15478390,7,Island,82792345,"",""
cg15478515,7,"",4219174,rs77090683,""
cg15483084,7,N_Shelf,956502,"",""
cg15484354,7,S_Shore,63653741,"",""
cg15486572,7,"",70132171,"",""
cg15488143,7,"",128924101,"",rs35183043
cg15489301,7,"",134213038,"",""
cg15494379,7,Island,75039758,"",""
cg15500865,7,Island,95025924,"",""
cg15502231,7,"",107235907,"",""
cg15503438,7,Island,38217829,"",""
cg15504730,7,N_Shelf,98969199,"",""
cg15505998,7,Island,72741893,rs2695368,""
cg15506157,7,Island,139168484,"",""
cg15506609,7,Island,27206073,rs77936575,""
cg15507449,7,"",155794827,"",""
cg15507475,7,S_Shore,75624460,"",""
cg15508462,7,"",3175091,"",""
cg15509053,7,"",123558137,"",""
cg15509361,7,N_Shore,19183325,"",""
cg15510325,7,N_Shelf,150669058,"",rs72552123
cg15510373,7,S_Shore,100224934,"",""
cg15510468,7,Island,56032101,"",""
cg15513391,7,"",117003789,"",""
cg15518923,7,Island,77427822,"",""
cg15520052,7,"",69808286,"",""
cg15521003,7,N_Shore,148761051,"",""
cg15531930,7,S_Shore,108097606,"",""
cg15532408,7,S_Shelf,151083252,"",""
cg15535471,7,"",139332087,"",""
cg15535638,7,S_Shore,31467,"",rs2562205
cg15535683,7,"",122553915,"",""
cg15536401,7,"",119831208,"",""
cg15536489,7,S_Shore,1120860,"",""
cg15539786,7,"",35545089,"",""
cg15540063,7,Island,104654504,"",""
cg15540496,7,"",157872484,"",""
cg15542496,7,"",142828356,"",rs10232903
cg15542968,7,S_Shore,112092682,"",""
cg15543199,7,N_Shore,1991401,"",rs6977735
cg15544036,7,Island,73245564,"",""
cg15544721,7,N_Shore,94536691,"",""
cg15545410,7,Island,1337136,"",""
cg15547241,7,Island,66751257,"",""
cg15547534,7,S_Shore,100034410,"",""
cg15548295,7,"",149735726,"",""
cg15548711,7,"",143888190,"",""
cg15549100,7,S_Shelf,1477361,"",""
cg15549435,7,"",14192484,"",""
cg15549450,7,N_Shore,974745,"",rs13307575
cg15549637,7,"",105489998,"",""
cg15549926,7,N_Shore,23221200,"",""
cg15549927,7,Island,153749756,"",rs3033223
cg15550930,7,N_Shelf,73586169,"",""
cg15550972,7,"",120428329,rs75147700,""
cg15551525,7,Island,158497332,"",""
cg15556090,7,Island,149195153,"",""
cg15556709,7,"",43739176,"",""
cg15556990,7,N_Shelf,80544479,"",""
cg15558717,7,"",116188688,"",""
cg15559162,7,"",22371030,"",""
cg15559247,7,"",2313692,"",""
cg15560337,7,"",123484898,"",""
cg15560632,7,Island,100183617,"",""
cg15561493,7,"",12411370,"",""
cg15562947,7,S_Shelf,5865915,"",""
cg15564098,7,N_Shore,27281346,"",""
cg15565231,7,S_Shore,50862266,"",""
cg15565306,7,S_Shelf,19815309,"",""
cg15567237,7,S_Shore,157277418,"",""
cg15567368,7,S_Shore,563891,rs35986921,""
cg15567428,7,"",81399747,"",""
cg15568617,7,"",30430591,rs79937362,""
cg15571405,7,S_Shore,130796167,"",""
cg15571623,7,"",2127984,rs73032345,""
cg15571730,7,S_Shore,99680278,"",""
cg15572012,7,Island,100034196,"",""
cg15572235,7,Island,5183992,"",""
cg15572489,7,Island,157481091,"",""
cg15572779,7,Island,151145683,"",""
cg15573979,7,"",141676229,"",""
cg15574362,7,"",142969435,"",""
cg15574437,7,Island,2019874,"",""
cg15574810,7,"",73600935,"",""
cg15575249,7,S_Shore,155144702,"",""
cg15575433,7,N_Shore,100488705,"",""
cg15575538,7,S_Shore,25894005,"",""
cg15576058,7,N_Shore,92157056,"",""
cg15576869,7,"",50450374,"",rs7789106
cg15577180,7,Island,611487,"",""
cg15577272,7,"",157932397,"",""
cg15577516,7,"",12462597,"",""
cg15577605,7,Island,87849517,"",""
cg15578140,7,"",147718109,"",""
cg15578601,7,Island,1659211,"",""
cg15579148,7,S_Shore,95064694,"",""
cg15579304,7,"",41719669,rs74781908,""
cg15583193,7,"",157818833,"",rs4716882
cg15583263,7,N_Shelf,51450452,"",""
cg15583330,7,"",136794953,"",rs76181224
cg15585036,7,Island,132262058,"",""
cg15585372,7,Island,97910571,"",""
cg15585576,7,"",70231304,"",""
cg15586193,7,Island,100491027,"",rs17228581
cg15587771,7,"",4050875,"",""
cg15589415,7,N_Shore,157261698,"",""
cg15589939,7,"",624495,"",""
cg15590056,7,"",149732579,"",""
cg15590863,7,"",102449340,"",""
cg15591276,7,S_Shore,1265851,"",""
cg15592143,7,N_Shore,76021307,"",""
cg15593716,7,Island,29845970,"",""
cg15599795,7,"",55545188,"",""
cg15600176,7,"",107612551,"",""
cg15600238,7,S_Shore,27260585,"",""
cg15600279,7,"",50530230,"",""
cg15600935,7,N_Shelf,101556684,"",""
cg15601244,7,S_Shore,101945324,"",""
cg15601371,7,N_Shelf,578938,"",""
cg15602580,7,S_Shore,3341934,"",""
cg15602741,7,"",2976855,"",""
cg15603896,7,S_Shore,100231672,"",""
cg15604682,7,Island,102105781,"",""
cg15606072,7,N_Shelf,4782643,"",""
cg15607763,7,N_Shore,6209417,"",""
cg15613991,7,"",5277080,"",""
cg15614309,7,"",1636493,"",rs1030738
cg15614730,7,"",71913557,"",""
cg15614872,7,"",158531752,rs61747457,""
cg15615365,7,S_Shelf,72302729,"",""
cg15615793,7,S_Shore,30722643,"",""
cg15616888,7,Island,140397014,"",""
cg15618646,7,"",154473202,"",""
cg15619433,7,Island,856659,"",""
cg15619673,7,N_Shore,16625816,"",""
cg15619732,7,Island,5534412,"",""
cg15621338,7,Island,128577916,"",""
cg15621971,7,N_Shore,44886477,"",""
cg15623480,7,Island,27224343,"",""
cg15623552,7,S_Shore,1040260,"",rs73046459
cg15623687,7,"",112001736,rs62473960,""
cg15624274,7,"",46754068,"",""
cg15624376,7,S_Shore,27171391,"",""
cg15625092,7,S_Shore,101893731,"",""
cg15626881,7,"",33923464,"",""
cg15626951,7,Island,1199922,"",""
cg15627347,7,Island,57472504,"",rs11135643
cg15635341,7,N_Shore,117823668,"",""
cg15636799,7,Island,72936614,"",""
cg15638123,7,"",35635478,"",""
cg15638239,7,"",3025736,"",""
cg15641398,7,S_Shore,1266616,"",""
cg15646795,7,Island,107643692,"",""
cg15646967,7,N_Shelf,43795266,"",""
cg15647515,7,Island,116963802,rs73714630,""
cg15647617,7,N_Shelf,5566311,"",rs13447416
cg15648594,7,Island,2632287,"",""
